Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
www.mwdl.org/maps/maps.php,9,4,00:00:38,0,0.00%,0.00%,$0.00
www.mwdl.org/portals/ead_portal.php,9,5,00:00:46,2,0.00%,11.11%,$0.00
mwdl.org/collections/1030.php,8,4,00:05:25,2,100.00%,50.00%,$0.00
mwdl.org/collections/1176.php,8,4,00:00:18,4,50.00%,50.00%,$0.00
mwdl.org/collections/1314.php,8,6,00:01:00,5,100.00%,62.50%,$0.00
mwdl.org/collections/1811.php,8,6,00:00:11,5,80.00%,62.50%,$0.00
mwdl.org/collections/2103.php,8,4,00:00:50,2,50.00%,25.00%,$0.00
mwdl.org/partners/104.php,8,7,00:02:27,6,83.33%,75.00%,$0.00
mwdl.org/partners/112.php,8,4,00:00:18,3,0.00%,25.00%,$0.00
mwdl.org/partners/116.php,8,7,00:00:09,7,71.43%,75.00%,$0.00
mwdl.org/portals/dha.php,8,5,00:03:04,5,40.00%,37.50%,$0.00
test.mwdl.org/getinvolved/policies.php,8,4,00:00:39,0,0.00%,0.00%,$0.00
test.mwdl.org/portals/pioneers.php,8,5,00:00:19,0,0.00%,0.00%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/dlDisplay.do?vid=MWDL&docId=digcoll_bsu_40Limbert/395,8,8,00:04:42,6,66.67%,62.50%,$0.00
